date,1. open,2. high,3. low,4. close,5. volume
2023-01-27 20:00:00,134.44,134.51,134.44,134.5,863.0
2023-01-27 19:45:00,134.5,134.51,134.5,134.51,401.0
2023-01-27 19:30:00,134.44,134.44,134.44,134.44,100.0
2023-01-27 19:15:00,134.41,134.41,134.41,134.41,100.0
2023-01-27 18:45:00,134.4,134.4,134.4,134.4,304.0
2023-01-27 18:00:00,134.45,134.45,134.45,134.45,253.0
2023-01-27 17:45:00,134.45,134.47,134.45,134.45,905.0
2023-01-27 17:30:00,134.51,134.51,134.51,134.51,144.0
2023-01-27 17:00:00,134.5,134.66,134.5,134.66,5537.0
2023-01-27 16:45:00,134.5,134.5,134.5,134.5,2389.0
2023-01-27 16:30:00,134.39,134.61,134.39,134.5,1844.0
2023-01-27 16:15:00,134.39,134.71,134.38,134.7,107951.0
2023-01-27 16:00:00,134.805,134.805,134.305,134.38,720812.0
2023-01-27 15:45:00,135.03,135.1215,134.77,134.8,286253.0
2023-01-27 15:30:00,135.03,135.07,134.831,135.021,219598.0
2023-01-27 15:15:00,135.04,135.19,135.02,135.025,139628.0
2023-01-27 15:00:00,134.935,135.1127,134.9,135.03,128399.0
2023-01-27 14:45:00,135.1,135.175,134.9,134.935,141786.0
2023-01-27 14:30:00,135.22,135.26,135.0401,135.11,120467.0
2023-01-27 14:15:00,135.15,135.33,135.0935,135.23,183149.0
2023-01-27 14:00:00,135.25,135.275,135.1,135.1501,113302.0
2023-01-27 13:45:00,135.13,135.335,135.08,135.26,114971.0
2023-01-27 13:30:00,135.1207,135.3312,135.03,135.15,129407.0
2023-01-27 13:15:00,135.36,135.43,135.08,135.12,160046.0
2023-01-27 13:00:00,134.895,135.488,134.86,135.38,273591.0
2023-01-27 12:45:00,134.64,134.95,134.61,134.915,93393.0
2023-01-27 12:30:00,134.57,134.89,134.5501,134.65,172035.0
2023-01-27 12:15:00,134.535,134.62,134.26,134.58,177288.0
2023-01-27 12:00:00,134.59,134.61,134.5,134.55,205829.0
2023-01-27 11:45:00,134.15,134.75,134.15,134.59,186040.0
2023-01-27 11:30:00,134.055,134.24,133.975,134.15,105423.0
2023-01-27 11:15:00,134.35,134.51,133.96,134.0581,157920.0
2023-01-27 11:00:00,133.88,134.41,133.7701,134.375,264092.0
2023-01-27 10:45:00,134.19,134.3,133.8795,133.88,383050.0
2023-01-27 10:30:00,134.62,134.82,134.17,134.1899,732404.0
2023-01-27 10:15:00,134.55,135.0,134.26,134.61,520493.0
2023-01-27 10:00:00,134.87,135.18,134.51,134.565,771064.0
2023-01-27 09:45:00,134.44,134.92,133.98,134.87,543705.0
2023-01-27 09:30:00,134.5,134.81,134.4,134.8,4101.0
2023-01-27 09:15:00,134.55,134.55,134.45,134.45,872.0
2023-01-27 09:00:00,134.5,134.56,134.5,134.56,2112.0
2023-01-27 08:45:00,134.01,134.5,134.01,134.5,5101.0
2023-01-27 08:30:00,134.36,134.36,134.3,134.3,3368.0
2023-01-27 08:15:00,134.55,134.56,134.36,134.37,5505.0
2023-01-27 07:45:00,134.55,134.55,134.55,134.55,1331.0
2023-01-27 07:30:00,134.55,134.55,134.4,134.4,633.0
2023-01-27 07:15:00,134.6,134.8,134.4,134.46,5258.0
2023-01-27 07:00:00,134.65,134.75,134.65,134.75,612.0
2023-01-27 06:45:00,134.64,134.64,134.64,134.64,229.0
2023-01-27 06:30:00,134.65,134.65,134.65,134.65,216.0
2023-01-26 20:00:00,134.06,134.22,134.06,134.2,3232.0
2023-01-26 19:45:00,134.11,134.11,134.11,134.11,210.0
2023-01-26 19:30:00,134.07,134.12,134.07,134.12,934.0
2023-01-26 19:15:00,134.01,134.07,134.01,134.07,200.0
2023-01-26 18:45:00,134.1,134.1,134.03,134.07,1525.0
2023-01-26 18:30:00,134.24,134.24,134.12,134.12,846.0
2023-01-26 18:15:00,134.12,134.12,134.12,134.12,500.0
2023-01-26 18:00:00,134.29,134.31,134.14,134.14,876.0
2023-01-26 17:45:00,134.22,134.45,134.15,134.15,2575.0
2023-01-26 17:30:00,134.22,134.22,134.16,134.16,810.0
2023-01-26 17:00:00,134.18,134.25,134.14,134.23,2972.0
2023-01-26 16:45:00,134.28,134.3,134.18,134.18,3501.0
2023-01-26 16:30:00,134.3913,134.4,134.2,134.2,3734.0
2023-01-26 16:15:00,134.45,134.52,134.3,134.42,91559.0
2023-01-26 16:00:00,134.55,134.88,134.19,134.45,1206065.0
2023-01-26 15:45:00,135.39,135.45,134.48,134.555,618678.0
2023-01-26 15:30:00,135.36,135.5099,135.04,135.39,559532.0
2023-01-26 15:15:00,134.975,135.4499,134.95,135.36,435570.0
2023-01-26 15:00:00,135.1362,135.55,134.88,134.99,547322.0
2023-01-26 14:45:00,134.55,135.245,134.47,135.135,346639.0
2023-01-26 14:30:00,134.58,134.82,134.23,134.5483,433331.0
2023-01-26 14:15:00,134.72,134.86,134.52,134.585,328340.0
2023-01-26 14:00:00,134.415,134.95,134.27,134.73,492799.0
2023-01-26 13:45:00,134.0954,134.59,134.01,134.4,337940.0
2023-01-26 13:30:00,133.88,134.22,133.75,134.12,330312.0
2023-01-26 13:15:00,133.34,133.92,133.29,133.92,356029.0
2023-01-26 13:00:00,133.395,133.51,133.1,133.35,396453.0
2023-01-26 12:45:00,133.985,134.05,133.4,133.43,305866.0
2023-01-26 12:30:00,134.08,134.13,133.72,133.98,264510.0
2023-01-26 12:15:00,134.01,134.56,133.9,134.0901,328996.0
2023-01-26 12:00:00,134.27,134.3,133.72,134.0,416528.0
2023-01-26 11:45:00,133.87,134.4899,133.87,134.2912,520345.0
2023-01-26 11:30:00,133.39,133.92,133.365,133.8432,684351.0
2023-01-26 11:15:00,133.9,134.02,132.98,133.42,964232.0
2023-01-26 11:00:00,134.14,134.46,133.71,133.905,705504.0
2023-01-26 10:45:00,134.91,135.21,134.082,134.125,577897.0
2023-01-26 10:30:00,134.25,135.42,134.11,134.94,760198.0
2023-01-26 10:15:00,135.56,136.4,134.22,134.25,1030228.0
2023-01-26 10:00:00,135.42,136.16,135.1,135.539,887840.0
2023-01-26 09:45:00,137.53,138.27,134.45,135.45,2671354.0
2023-01-26 09:30:00,137.7,138.5,137.3335,137.5,51532.0
2023-01-26 09:15:00,137.685,137.85,137.5,137.8,23620.0
2023-01-26 09:00:00,137.4,137.7,137.4,137.65,14028.0
2023-01-26 08:45:00,137.11,137.79,136.8,137.3,22261.0
2023-01-26 08:30:00,137.1496,137.19,136.7,137.19,14333.0
2023-01-26 08:15:00,137.5,138.01,136.65,137.17,50453.0
2023-01-26 08:00:00,137.9,138.0,137.52,137.52,8083.0
2023-01-26 07:45:00,137.8,137.99,137.77,137.77,2687.0
2023-01-26 07:30:00,137.44,137.75,137.26,137.56,7013.0
2023-01-26 07:15:00,137.98,137.98,137.3,137.3,7711.0
2023-01-26 07:00:00,137.98,137.98,137.8,137.8,816.0
2023-01-26 06:45:00,137.75,137.75,137.75,137.75,371.0
2023-01-26 06:30:00,137.91,137.91,137.68,137.75,1981.0
2023-01-26 06:15:00,137.97,137.97,137.97,137.97,220.0
2023-01-26 06:00:00,137.98,137.98,137.98,137.98,200.0
2023-01-26 05:45:00,138.0,138.0,138.0,138.0,338.0
2023-01-26 04:30:00,138.58,138.88,137.69,137.89,34663.0
2023-01-26 04:15:00,138.31,138.99,138.31,138.5,1540.0
2023-01-25 20:00:00,138.0,138.0,137.9001,137.98,10543.0
2023-01-25 19:45:00,137.9,138.0,137.9,138.0,6062.0
2023-01-25 19:30:00,137.9,137.9,137.63,137.8,5697.0
2023-01-25 19:15:00,138.0,138.0,137.89,137.89,3892.0
2023-01-25 19:00:00,137.8,138.0,137.68,138.0,12284.0
2023-01-25 18:45:00,138.0,138.0,137.55,137.75,8177.0
2023-01-25 18:30:00,137.82,137.99,137.69,137.99,10020.0
2023-01-25 18:15:00,137.5,138.0,137.5,137.89,18267.0
2023-01-25 18:00:00,137.45,140.76,137.14,137.4948,21563.0
2023-01-25 17:45:00,137.5,137.62,137.11,137.35,21410.0
2023-01-25 17:30:00,137.68,138.35,137.2578,137.2578,48799.0
2023-01-25 17:15:00,137.26,138.24,137.2,137.68,62455.0
2023-01-25 17:00:00,138.5,138.92,137.02,137.25,121133.0
2023-01-25 16:45:00,140.8,140.99,138.1,138.1,73518.0
2023-01-25 16:30:00,141.1,141.3,140.3,140.92,175866.0
2023-01-25 16:15:00,140.76,144.5,138.59,141.2,204576.0
2023-01-25 16:00:00,140.675,140.76,140.42,140.74,1038455.0
2023-01-25 15:45:00,140.93,141.03,140.52,140.675,484909.0
2023-01-25 15:30:00,140.75,140.92,140.56,140.92,268665.0
2023-01-25 15:15:00,140.8,140.97,140.67,140.75,269469.0
2023-01-25 15:00:00,140.495,140.82,140.39,140.8,209390.0
2023-01-25 14:45:00,140.61,140.69,140.45,140.4999,178986.0
2023-01-25 14:30:00,140.675,140.955,140.6,140.6,144730.0
2023-01-25 14:15:00,140.67,140.71,140.45,140.66,122690.0
2023-01-25 14:00:00,140.65,140.774,140.51,140.67,205736.0
2023-01-25 13:45:00,140.62,140.72,140.48,140.665,200253.0
2023-01-25 13:30:00,140.09,140.65,140.0757,140.5965,155989.0
2023-01-25 13:15:00,139.9433,140.14,139.835,140.08,145611.0
2023-01-25 13:00:00,140.01,140.02,139.86,139.94,107283.0
2023-01-25 12:45:00,140.005,140.07,139.92,140.03,116026.0
2023-01-25 12:30:00,139.75,140.03,139.74,140.005,148050.0
2023-01-25 12:15:00,140.35,140.39,139.68,139.75,329069.0
2023-01-25 12:00:00,139.99,140.54,139.85,140.345,179325.0
2023-01-25 11:45:00,140.23,140.26,139.88,139.95,173560.0
2023-01-25 11:30:00,139.98,140.5,139.9,140.23,260536.0
2023-01-25 11:15:00,139.675,139.97,139.47,139.965,158615.0
2023-01-25 11:00:00,139.625,139.785,139.36,139.705,164653.0
2023-01-25 10:45:00,139.985,140.02,139.46,139.635,234988.0
2023-01-25 10:30:00,140.04,140.275,139.92,139.99,153919.0
2023-01-25 10:15:00,139.85,140.32,139.8,140.06,215134.0
2023-01-25 10:00:00,140.035,140.22,139.77,139.9,164673.0
2023-01-25 09:45:00,140.47,140.5599,139.6,140.04,275547.0
2023-01-25 09:30:00,140.49,140.6,140.48,140.5,2242.0
2023-01-25 09:15:00,140.87,140.87,140.59,140.59,989.0
2023-01-25 09:00:00,140.2415,140.9685,140.2415,140.9685,317.0
2023-01-25 08:45:00,140.999,140.999,140.4,140.9749,1122.0
2023-01-25 08:15:00,141.0,141.28,141.0,141.0,3308.0
2023-01-25 08:00:00,141.03,141.03,141.03,141.03,100.0
2023-01-25 07:45:00,141.24,141.27,141.24,141.27,597.0
2023-01-25 07:15:00,141.25,141.25,141.25,141.25,309.0
2023-01-25 04:30:00,141.52,141.52,141.52,141.52,384.0
2023-01-24 20:00:00,141.05,141.44,141.05,141.44,472.0
2023-01-24 19:15:00,141.22,141.22,141.22,141.22,669.0
2023-01-24 18:30:00,141.56,141.56,141.48,141.48,1551.0
2023-01-24 18:15:00,141.8,141.8,141.8,141.8,100.0
2023-01-24 18:00:00,141.8,141.8,141.8,141.8,721.0
2023-01-24 17:45:00,141.8,142.0,141.8,142.0,466.0
2023-01-24 17:30:00,141.81,141.81,141.8,141.8,1000.0
2023-01-24 17:00:00,142.55,142.55,141.8,141.8,297.0
2023-01-24 16:45:00,142.25,142.25,141.49,141.85,8441.0
2023-01-24 16:30:00,142.0,142.0,142.0,142.0,3670.0
2023-01-24 16:15:00,141.49,142.91,141.49,142.0,368603.0
2023-01-24 16:00:00,141.29,141.69,141.205,141.49,579764.0
2023-01-24 15:45:00,141.8,141.82,141.275,141.3,154653.0
2023-01-24 15:30:00,141.82,141.87,141.71,141.8,107747.0
2023-01-24 15:15:00,141.82,141.9,141.72,141.83,115824.0
2023-01-24 15:00:00,141.68,141.825,141.68,141.805,122937.0
2023-01-24 14:45:00,141.56,141.71,141.56,141.67,70739.0
2023-01-24 14:30:00,141.3,141.575,141.26,141.565,69730.0
2023-01-24 14:15:00,141.59,141.6,141.28,141.295,74797.0
2023-01-24 14:00:00,141.57,141.7,141.5401,141.61,65805.0
2023-01-24 13:45:00,141.46,141.59,141.4,141.57,70515.0
2023-01-24 13:30:00,141.58,141.93,141.44,141.4511,327257.0
2023-01-24 13:15:00,141.48,141.62,141.38,141.57,78053.0
2023-01-24 13:00:00,141.475,141.53,141.32,141.49,90980.0
2023-01-24 12:45:00,141.52,141.55,141.39,141.48,62129.0
2023-01-24 12:30:00,141.59,141.66,141.49,141.53,58793.0
2023-01-24 12:15:00,141.82,141.82,140.0,141.59,112473.0
2023-01-24 12:00:00,141.91,141.96,141.74,141.83,133382.0
2023-01-24 11:45:00,142.4,142.41,141.89,141.92,136894.0
2023-01-24 11:30:00,142.27,142.41,142.1,142.4,122654.0
2023-01-24 11:15:00,142.67,142.67,142.25,142.29,131482.0
2023-01-24 11:00:00,142.19,142.75,142.17,142.64,207995.0
2023-01-24 10:45:00,141.97,142.22,141.73,142.18,175311.0
2023-01-24 10:30:00,141.6,142.0,141.4,141.975,121119.0
2023-01-24 10:15:00,141.37,141.83,141.34,141.59,107655.0
2023-01-24 10:00:00,141.01,141.685,140.85,141.34,129396.0
2023-01-24 09:45:00,141.25,142.35,140.0,141.0,261327.0
2023-01-24 09:30:00,141.63,142.0,141.3,141.38,5672.0
2023-01-24 09:15:00,141.3,141.81,141.3,141.81,900.0
2023-01-24 08:00:00,141.76,141.76,141.76,141.76,114.0
2023-01-24 07:45:00,141.84,141.84,141.84,141.84,210.0
2023-01-24 06:45:00,141.9,141.9,141.9,141.9,100.0
2023-01-24 06:30:00,141.64,142.0,141.64,142.0,1559.0
2023-01-23 19:30:00,141.86,141.86,141.86,141.86,516.0
2023-01-23 18:00:00,142.0,142.0,142.0,142.0,320.0
2023-01-23 17:30:00,141.8,141.8,141.8,141.8,170.0
2023-01-23 16:30:00,141.86,141.86,141.86,141.86,30805.0
2023-01-23 16:15:00,141.86,141.86,141.86,141.86,57733.0
2023-01-23 16:00:00,141.76,141.98,141.66,141.86,538465.0
2023-01-23 15:45:00,141.6956,141.85,141.615,141.75,164629.0
2023-01-23 15:30:00,141.77,141.86,141.555,141.69,156859.0
2023-01-23 15:15:00,141.61,141.85,141.565,141.7538,157630.0
2023-01-23 15:00:00,141.92,141.92,141.48,141.595,111803.0
2023-01-23 14:45:00,141.97,142.1599,141.94,141.94,114056.0
2023-01-23 14:30:00,142.56,142.56,141.93,141.971,74362.0
2023-01-23 14:15:00,142.625,142.6825,142.446,142.57,160495.0
2023-01-23 14:00:00,142.61,142.785,142.58,142.62,113234.0
2023-01-23 13:45:00,142.12,142.635,142.1139,142.61,120784.0
2023-01-23 13:30:00,142.14,142.4825,142.11,142.115,112317.0
2023-01-23 13:15:00,141.885,142.17,141.85,142.16,82114.0
2023-01-23 13:00:00,141.98,141.995,141.76,141.89,75050.0
2023-01-23 12:45:00,142.0,142.28,141.93,142.0,121715.0
2023-01-23 12:30:00,141.97,142.21,141.935,141.99,102698.0
2023-01-23 12:15:00,142.42,142.45,141.97,141.985,138337.0
2023-01-23 12:00:00,142.715,142.985,142.38,142.42,176649.0
2023-01-23 11:45:00,142.255,142.71,141.71,142.69,680597.0
2023-01-23 11:30:00,141.84,142.41,141.8,142.221,212046.0
2023-01-23 11:15:00,141.29,141.93,141.235,141.83,204471.0
2023-01-23 11:00:00,141.09,141.45,141.06,141.29,123988.0
2023-01-23 10:45:00,141.56,141.62,141.09,141.1,124563.0
2023-01-23 10:30:00,141.47,141.78,141.45,141.56,394931.0
2023-01-23 10:15:00,141.475,141.5,141.16,141.465,431527.0
2023-01-23 10:00:00,141.38,141.56,141.31,141.465,202880.0
2023-01-23 09:45:00,141.4,141.835,141.22,141.39,326692.0
2023-01-23 09:30:00,141.65,141.72,141.65,141.72,864.0
2023-01-23 09:00:00,141.42,141.51,141.42,141.42,679.0
2023-01-23 08:45:00,141.5,141.8096,141.31,141.8096,2576.0
2023-01-23 08:30:00,141.5,141.58,141.5,141.58,701.0
2023-01-23 08:15:00,141.4,141.4,141.4,141.4,365.0
2023-01-23 08:00:00,141.45,141.45,141.45,141.45,126.0
2023-01-23 07:00:00,141.6,141.6,141.6,141.6,533.0
2023-01-20 20:00:00,141.4,141.4,141.4,141.4,300.0
2023-01-20 18:15:00,141.2,141.3999,141.2,141.3999,41360.0
2023-01-20 17:00:00,141.35,141.35,141.3,141.3,802.0
2023-01-20 16:45:00,141.48,141.48,141.48,141.48,840.0
2023-01-20 16:30:00,141.2,141.2,141.2,141.2,1316.0
2023-01-20 16:15:00,141.2,141.2,141.2,141.2,131813.0
2023-01-20 16:00:00,141.06,141.29,141.03,141.2,661140.0
2023-01-20 15:45:00,141.04,141.135,140.9,141.07,220929.0
2023-01-20 15:30:00,141.12,141.1999,140.895,141.04,885436.0
2023-01-20 15:15:00,140.96,141.17,140.9123,141.115,220185.0
2023-01-20 15:00:00,140.91,140.97,140.78,140.95,148011.0
2023-01-20 14:45:00,140.74,141.015,140.74,140.92,186621.0
2023-01-20 14:30:00,140.72,140.9,140.66,140.74,439438.0
2023-01-20 14:15:00,140.81,140.88,140.7,140.72,211129.0
2023-01-20 14:00:00,140.9,141.12,140.76,140.805,214911.0
2023-01-20 13:45:00,140.66,141.07,140.66,140.89,130869.0
2023-01-20 13:30:00,140.79,140.81,140.55,140.65,123018.0
2023-01-20 13:15:00,140.81,140.92,140.53,140.79,94763.0
2023-01-20 13:00:00,140.82,140.95,140.745,140.805,69348.0
2023-01-20 12:45:00,140.97,140.99,140.815,140.825,73335.0
2023-01-20 12:30:00,141.07,141.16,140.945,140.97,74281.0
2023-01-20 12:15:00,141.136,141.19,141.01,141.08,55033.0
2023-01-20 12:00:00,141.355,141.43,141.12,141.15,59972.0
2023-01-20 11:45:00,141.46,141.53,141.31,141.365,78359.0
2023-01-20 11:30:00,141.47,141.55,141.365,141.455,70293.0
2023-01-20 11:15:00,141.22,141.59,141.19,141.46,57102.0
2023-01-20 11:00:00,141.43,141.555,141.19,141.2,89865.0
2023-01-20 10:45:00,141.585,141.59,141.38,141.43,96966.0
2023-01-20 10:30:00,141.22,141.565,141.05,141.535,83562.0
2023-01-20 10:15:00,140.56,141.43,140.51,141.24,87619.0
2023-01-20 10:00:00,141.62,141.62,140.51,140.54,560236.0
2023-01-20 09:45:00,141.67,141.86,141.04,141.64,604193.0
2023-01-20 09:30:00,140.95,141.88,140.75,141.88,6238.0
2023-01-20 09:00:00,140.75,140.75,140.75,140.75,245.0
2023-01-20 08:45:00,140.75,140.9,140.73,140.75,1496.0
2023-01-20 08:30:00,140.25,140.29,140.25,140.29,421.0
2023-01-20 08:15:00,140.1202,140.45,140.1202,140.45,1159.0
2023-01-19 20:00:00,140.72,140.72,140.72,140.72,151.0
2023-01-19 19:00:00,140.62,140.62,140.62,140.62,610.0
2023-01-19 18:45:00,140.65,140.65,140.6,140.64,744.0
2023-01-19 17:45:00,140.8,140.8,140.62,140.7999,778.0
2023-01-19 17:30:00,140.8,140.8,140.8,140.8,100.0
2023-01-19 17:15:00,140.83,140.83,140.34,140.34,3097.0
2023-01-19 17:00:00,140.71,140.71,140.7,140.7,500.0
2023-01-19 16:45:00,140.7,140.84,140.7,140.84,700.0
2023-01-19 16:30:00,140.5015,140.8085,140.5015,140.8085,227.0
2023-01-19 16:15:00,140.62,140.84,140.62,140.62,98073.0
2023-01-19 16:00:00,141.2216,141.25,140.58,140.6,652177.0
2023-01-19 15:45:00,141.48,141.545,141.2085,141.23,167655.0
2023-01-19 15:30:00,141.66,141.705,141.41,141.47,179308.0
2023-01-19 15:15:00,141.94,141.95,141.61,141.66,121152.0
2023-01-19 15:00:00,142.1,142.18,141.9,141.93,77643.0
2023-01-19 14:45:00,141.99,142.23,141.9,142.08,96687.0
2023-01-19 14:30:00,141.82,141.99,141.77,141.975,61691.0
2023-01-19 14:15:00,141.67,141.86,141.47,141.86,52613.0
2023-01-19 14:00:00,141.72,141.75,141.555,141.66,50471.0
2023-01-19 13:45:00,141.72,141.92,141.7,141.71,66151.0
2023-01-19 13:30:00,141.61,141.83,141.47,141.7,64224.0
2023-01-19 13:15:00,141.48,141.755,141.48,141.635,67379.0
2023-01-19 13:00:00,141.37,141.48,141.235,141.46,54379.0
2023-01-19 12:45:00,141.4501,141.58,141.31,141.36,62168.0
2023-01-19 12:30:00,141.51,141.69,141.41,141.46,67290.0
2023-01-19 12:15:00,141.1,141.51,141.08,141.51,56827.0
2023-01-19 12:00:00,141.14,141.27,141.05,141.12,69223.0
2023-01-19 11:45:00,141.21,141.23,140.97,141.16,103277.0
2023-01-19 11:30:00,141.2672,141.52,141.21,141.215,106469.0
2023-01-19 11:15:00,140.74,141.32,140.72,141.285,82520.0
2023-01-19 11:00:00,140.99,141.0,140.59,140.775,88064.0
2023-01-19 10:45:00,140.99,141.06,140.85,141.005,73976.0
2023-01-19 10:30:00,140.79,141.27,140.7,141.0,112525.0
2023-01-19 10:15:00,141.04,141.31,140.64,140.8,145403.0
2023-01-19 10:00:00,141.46,141.75,140.95,141.06,162188.0
2023-01-19 09:45:00,140.0,141.6,139.75,141.44,337997.0
2023-01-19 09:30:00,140.8,140.8,140.8,140.8,120.0
2023-01-19 08:15:00,140.05,140.05,139.52,139.72,1794.0
2023-01-19 07:30:00,140.05,140.05,140.02,140.02,941.0
2023-01-19 07:15:00,140.14,140.14,140.14,140.14,501.0
2023-01-19 06:45:00,140.14,140.16,140.14,140.16,1364.0
2023-01-18 18:45:00,140.2,140.2,140.2,140.2,100.0
2023-01-18 18:30:00,140.41,140.41,140.2,140.24,1086.0
2023-01-18 18:15:00,140.41,140.41,140.41,140.41,200.0
2023-01-18 17:30:00,140.22,140.22,140.21,140.21,444.0
2023-01-18 17:00:00,140.21,140.31,140.13,140.13,2651.0
2023-01-18 16:15:00,140.41,140.41,140.1,140.1,84930.0
2023-01-18 16:00:00,140.42,140.58,140.225,140.36,819892.0
2023-01-18 15:45:00,141.06,141.12,140.38,140.415,261780.0
2023-01-18 15:30:00,141.26,141.5,141.07,141.08,155186.0
2023-01-18 15:15:00,141.24,141.31,141.095,141.255,132885.0
2023-01-18 15:00:00,141.4,141.4,141.2,141.25,96628.0
2023-01-18 14:45:00,141.65,141.74,141.4,141.42,113355.0
2023-01-18 14:30:00,141.39,141.74,141.3502,141.6616,96389.0
2023-01-18 14:15:00,141.245,141.5459,141.13,141.4,86763.0
2023-01-18 14:00:00,140.89,141.39,140.87,141.235,146670.0
2023-01-18 13:45:00,140.74,141.17,140.72,140.8901,130794.0
2023-01-18 13:30:00,140.91,140.91,140.5,140.73,126691.0
2023-01-18 13:15:00,140.83,140.97,140.68,140.92,211267.0
2023-01-18 13:00:00,140.715,140.89,140.6,140.82,108865.0
2023-01-18 12:45:00,140.65,140.98,140.555,140.7201,131500.0
2023-01-18 12:30:00,141.46,141.4602,140.58,140.635,176020.0
